id,work_year,experience_level,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,employment_type
370,2022,SE,Data Scientist,123000,USD,123000,US,100,US,M,FT
371,2022,SE,Machine Learning Engineer,189650,USD,189650,US,0,US,M,FT
372,2022,SE,Machine Learning Engineer,164996,USD,164996,US,0,US,M,FT
373,2022,MI,ETL Developer,50000,EUR,54957,GR,0,GR,M,FT
374,2022,MI,ETL Developer,50000,EUR,54957,GR,0,GR,M,FT
375,2022,EX,Lead Data Engineer,150000,CAD,118187,CA,100,CA,S,FT
376,2022,SE,Data Analyst,132000,USD,132000,US,0,US,M,FT
377,2022,SE,Data Engineer,165400,USD,165400,US,100,US,M,FT
378,2022,SE,Data Architect,208775,USD,208775,US,100,US,M,FT
379,2022,SE,Data Architect,147800,USD,147800,US,100,US,M,FT
380,2022,SE,Data Engineer,136994,USD,136994,US,100,US,M,FT
381,2022,SE,Data Engineer,101570,USD,101570,US,100,US,M,FT
382,2022,SE,Data Analyst,128875,USD,128875,US,100,US,M,FT
383,2022,SE,Data Analyst,93700,USD,93700,US,100,US,M,FT
384,2022,EX,Head of Machine Learning,6000000,INR,79039,IN,50,IN,L,FT
385,2022,SE,Data Engineer,132320,USD,132320,US,100,US,M,FT
386,2022,EN,Machine Learning Engineer,28500,GBP,37300,GB,100,GB,L,FT
387,2022,SE,Data Analyst,164000,USD,164000,US,0,US,M,FT
388,2022,SE,Data Engineer,155000,USD,155000,US,100,US,M,FT
389,2022,MI,Machine Learning Engineer,95000,GBP,124333,GB,0,GB,M,FT
390,2022,MI,Machine Learning Engineer,75000,GBP,98158,GB,0,GB,M,FT
391,2022,MI,AI Scientist,120000,USD,120000,US,0,US,M,FT
392,2022,SE,Data Analyst,112900,USD,112900,US,100,US,M,FT
393,2022,SE,Data Analyst,90320,USD,90320,US,100,US,M,FT
394,2022,SE,Data Analytics Manager,145000,USD,145000,US,100,US,M,FT
395,2022,SE,Data Analytics Manager,105400,USD,105400,US,100,US,M,FT
396,2022,MI,Machine Learning Engineer,80000,EUR,87932,FR,100,DE,M,FT
397,2022,MI,Data Engineer,90000,GBP,117789,GB,0,GB,M,FT
398,2022,SE,Data Scientist,215300,USD,215300,US,100,US,L,FT
399,2022,SE,Data Scientist,158200,USD,158200,US,100,US,L,FT
400,2022,SE,Data Engineer,209100,USD,209100,US,100,US,L,FT
401,2022,SE,Data Engineer,154600,USD,154600,US,100,US,L,FT
402,2022,SE,Data Analyst,115934,USD,115934,US,0,US,M,FT
403,2022,SE,Data Analyst,81666,USD,81666,US,0,US,M,FT
404,2022,SE,Data Engineer,175000,USD,175000,US,100,US,M,FT
405,2022,MI,Data Engineer,75000,GBP,98158,GB,0,GB,M,FT
406,2022,MI,Data Analyst,58000,USD,58000,US,0,US,S,FT
407,2022,SE,Data Engineer,183600,USD,183600,US,100,US,L,FT
408,2022,MI,Data Analyst,40000,GBP,52351,GB,100,GB,M,FT
409,2022,SE,Data Scientist,180000,USD,180000,US,100,US,M,FT
410,2022,MI,Data Scientist,55000,GBP,71982,GB,0,GB,M,FT
411,2022,MI,Data Scientist,35000,GBP,45807,GB,0,GB,M,FT
412,2022,MI,Data Engineer,60000,EUR,65949,GR,100,GR,M,FT
413,2022,MI,Data Engineer,45000,EUR,49461,GR,100,GR,M,FT
414,2022,MI,Data Engineer,60000,GBP,78526,GB,100,GB,M,FT
415,2022,MI,Data Engineer,45000,GBP,58894,GB,100,GB,M,FT
416,2022,SE,Data Scientist,260000,USD,260000,US,100,US,M,FT
417,2022,SE,Data Science Engineer,60000,USD,60000,AR,100,MX,L,FT
418,2022,MI,Data Engineer,63900,USD,63900,US,0,US,M,FT
419,2022,MI,Machine Learning Scientist,160000,USD,160000,US,100,US,L,FT
420,2022,MI,Machine Learning Scientist,112300,USD,112300,US,100,US,L,FT
421,2022,MI,Data Science Manager,241000,USD,241000,US,100,US,M,FT
422,2022,MI,Data Science Manager,159000,USD,159000,US,100,US,M,FT
423,2022,SE,Data Scientist,180000,USD,180000,US,0,US,M,FT
424,2022,SE,Data Scientist,80000,USD,80000,US,0,US,M,FT
425,2022,MI,Data Engineer,82900,USD,82900,US,0,US,M,FT
426,2022,SE,Data Engineer,100800,USD,100800,US,100,US,L,FT
427,2022,MI,Data Engineer,45000,EUR,49461,ES,100,ES,M,FT
428,2022,SE,Data Scientist,140400,USD,140400,US,0,US,L,FT
429,2022,MI,Data Analyst,30000,GBP,39263,GB,100,GB,M,FT
430,2022,MI,Data Analyst,40000,EUR,43966,ES,100,ES,M,FT
431,2022,MI,Data Analyst,30000,EUR,32974,ES,100,ES,M,FT
432,2022,MI,Data Engineer,80000,EUR,87932,ES,100,ES,M,FT
433,2022,MI,Data Engineer,70000,EUR,76940,ES,100,ES,M,FT
434,2022,MI,Data Engineer,80000,GBP,104702,GB,100,GB,M,FT
435,2022,MI,Data Engineer,70000,GBP,91614,GB,100,GB,M,FT
436,2022,MI,Data Engineer,60000,EUR,65949,ES,100,ES,M,FT
437,2022,MI,Data Engineer,80000,EUR,87932,GR,100,GR,M,FT
438,2022,SE,Machine Learning Engineer,189650,USD,189650,US,0,US,M,FT
439,2022,SE,Machine Learning Engineer,164996,USD,164996,US,0,US,M,FT
440,2022,MI,Data Analyst,40000,EUR,43966,GR,100,GR,M,FT
441,2022,MI,Data Analyst,30000,EUR,32974,GR,100,GR,M,FT
442,2022,MI,Data Engineer,75000,GBP,98158,GB,100,GB,M,FT
443,2022,MI,Data Engineer,60000,GBP,78526,GB,100,GB,M,FT
444,2022,SE,Data Scientist,215300,USD,215300,US,0,US,L,FT
445,2022,MI,Data Engineer,70000,EUR,76940,GR,100,GR,M,FT
446,2022,SE,Data Engineer,209100,USD,209100,US,100,US,L,FT
447,2022,SE,Data Engineer,154600,USD,154600,US,100,US,L,FT
448,2022,SE,Data Engineer,180000,USD,180000,US,100,US,M,FT
449,2022,EN,ML Engineer,20000,EUR,21983,PT,100,PT,L,FT
450,2022,SE,Data Engineer,80000,USD,80000,US,100,US,M,FT
451,2022,MI,Machine Learning Developer,100000,CAD,78791,CA,100,CA,M,FT
452,2022,EX,Director of Data Science,250000,CAD,196979,CA,50,CA,L,FT
453,2022,MI,Machine Learning Engineer,120000,USD,120000,US,100,US,S,FT
454,2022,EN,Computer Vision Engineer,125000,USD,125000,US,0,US,M,FT
455,2022,MI,NLP Engineer,240000,CNY,37236,US,50,US,L,FT
456,2022,SE,Data Engineer,105000,USD,105000,US,100,US,M,FT
457,2022,SE,Lead Machine Learning Engineer,80000,EUR,87932,DE,0,DE,M,FT
458,2022,MI,Business Data Analyst,1400000,INR,18442,IN,100,IN,M,FT
459,2022,MI,Data Scientist,2400000,INR,31615,IN,100,IN,L,FT
460,2022,MI,Machine Learning Infrastructure Engineer,53000,EUR,58255,PT,50,PT,L,FT
461,2022,EN,Financial Data Analyst,100000,USD,100000,US,50,US,L,FT
462,2022,MI,Data Engineer,50000,EUR,54957,DE,50,DE,L,PT
463,2022,EN,Data Scientist,1400000,INR,18442,IN,100,IN,M,FT
464,2022,SE,Principal Data Scientist,148000,EUR,162674,DE,100,DE,M,FT
465,2022,EN,Data Engineer,120000,USD,120000,US,100,US,M,FT
466,2022,SE,Research Scientist,144000,USD,144000,US,50,US,L,FT
467,2022,SE,Data Scientist,104890,USD,104890,US,100,US,M,FT
468,2022,SE,Data Engineer,100000,USD,100000,US,100,US,M,FT
469,2022,SE,Data Scientist,140000,USD,140000,US,100,US,M,FT
470,2022,MI,Data Analyst,135000,USD,135000,US,100,US,M,FT
471,2022,MI,Data Analyst,50000,USD,50000,US,100,US,M,FT
472,2022,SE,Data Scientist,220000,USD,220000,US,100,US,M,FT
473,2022,SE,Data Scientist,140000,USD,140000,US,100,US,M,FT
474,2022,MI,Data Scientist,140000,GBP,183228,GB,0,GB,M,FT
475,2022,MI,Data Scientist,70000,GBP,91614,GB,0,GB,M,FT
476,2022,SE,Data Scientist,185100,USD,185100,US,100,US,M,FT
477,2022,SE,Machine Learning Engineer,220000,USD,220000,US,100,US,M,FT
478,2022,MI,Data Scientist,200000,USD,200000,US,100,US,M,FT
479,2022,MI,Data Scientist,120000,USD,120000,US,100,US,M,FT
480,2022,SE,Machine Learning Engineer,120000,USD,120000,AE,100,AE,S,FT
481,2022,SE,Machine Learning Engineer,65000,USD,65000,AE,100,AE,S,FT
482,2022,EX,Data Engineer,324000,USD,324000,US,100,US,M,FT
483,2022,EX,Data Engineer,216000,USD,216000,US,100,US,M,FT
484,2022,SE,Data Engineer,210000,USD,210000,US,100,US,M,FT
485,2022,SE,Machine Learning Engineer,120000,USD,120000,US,100,US,M,FT
486,2022,SE,Data Scientist,230000,USD,230000,US,100,US,M,FT
487,2022,EN,Data Scientist,100000,USD,100000,DZ,50,DZ,M,PT
488,2022,MI,Data Scientist,100000,USD,100000,CA,100,US,M,FL
489,2022,EN,Applied Machine Learning Scientist,29000,EUR,31875,TN,100,CZ,M,CT
490,2022,SE,Head of Data,200000,USD,200000,MY,100,US,M,FT
491,2022,MI,Principal Data Analyst,75000,USD,75000,CA,100,CA,S,FT
492,2022,MI,Data Scientist,150000,PLN,35590,PL,100,PL,L,FT
493,2022,SE,Machine Learning Developer,100000,CAD,78791,CA,100,CA,M,FT
494,2022,SE,Data Scientist,100000,USD,100000,BR,100,US,M,FT
495,2022,MI,Machine Learning Scientist,153000,USD,153000,US,50,US,M,FT
496,2022,EN,Data Engineer,52800,EUR,58035,PK,100,DE,M,FT
497,2022,SE,Data Scientist,165000,USD,165000,US,100,US,M,FT
498,2022,SE,Research Scientist,85000,EUR,93427,FR,50,FR,L,FT
499,2022,EN,Data Scientist,66500,CAD,52396,CA,100,CA,L,FT
500,2022,SE,Machine Learning Engineer,57000,EUR,62651,NL,100,NL,L,FT
501,2022,MI,Head of Data,30000,EUR,32974,EE,100,EE,S,FT
502,2022,EN,Data Scientist,40000,USD,40000,JP,100,MY,L,FT
503,2022,MI,Machine Learning Engineer,121000,AUD,87425,AU,100,AU,L,FT
504,2022,SE,Data Engineer,115000,USD,115000,US,100,US,M,FT
505,2022,EN,Data Scientist,120000,AUD,86703,AU,50,AU,M,FT
506,2022,MI,Applied Machine Learning Scientist,75000,USD,75000,BO,100,US,L,FT
507,2022,MI,Research Scientist,59000,EUR,64849,AT,0,AT,L,FT
508,2022,EN,Research Scientist,120000,USD,120000,US,100,US,L,FT
509,2022,MI,Applied Data Scientist,157000,USD,157000,US,100,US,L,FT
510,2022,EN,Computer Vision Software Engineer,150000,USD,150000,AU,100,AU,S,FT
511,2022,MI,Business Data Analyst,90000,CAD,70912,CA,50,CA,L,FT
512,2022,EN,Data Engineer,65000,USD,65000,US,100,US,S,FT
513,2022,SE,Machine Learning Engineer,65000,EUR,71444,IE,100,IE,S,FT
514,2022,EN,Data Analytics Engineer,20000,USD,20000,PK,0,PK,M,FT
515,2022,MI,Data Scientist,48000,USD,48000,RU,100,US,S,FT
516,2022,SE,Data Science Manager,152500,USD,152500,US,100,US,M,FT
517,2022,MI,Data Engineer,62000,EUR,68147,FR,100,FR,M,FT
518,2022,MI,Data Scientist,115000,CHF,122346,CH,0,CH,L,FT
519,2022,SE,Applied Data Scientist,380000,USD,380000,US,100,US,L,FT
520,2022,MI,Data Scientist,88000,CAD,69336,CA,100,CA,M,FT
521,2022,EN,Computer Vision Engineer,10000,USD,10000,PT,100,LU,M,FT
522,2022,MI,Data Analyst,20000,USD,20000,GR,100,GR,S,FT
523,2022,SE,Data Analytics Lead,405000,USD,405000,US,100,US,L,FT
524,2022,MI,Data Scientist,135000,USD,135000,US,100,US,L,FT
525,2022,SE,Applied Data Scientist,177000,USD,177000,US,100,US,L,FT
526,2022,MI,Data Scientist,78000,USD,78000,US,100,US,M,FT
527,2022,SE,Data Analyst,135000,USD,135000,US,100,US,M,FT
528,2022,SE,Data Analyst,100000,USD,100000,US,100,US,M,FT
529,2022,SE,Data Analyst,90320,USD,90320,US,100,US,M,FT
530,2022,MI,Data Analyst,85000,USD,85000,CA,0,CA,M,FT
531,2022,MI,Data Analyst,75000,USD,75000,CA,0,CA,M,FT
532,2022,SE,Machine Learning Engineer,214000,USD,214000,US,100,US,M,FT
533,2022,SE,Machine Learning Engineer,192600,USD,192600,US,100,US,M,FT
534,2022,SE,Data Architect,266400,USD,266400,US,100,US,M,FT
535,2022,SE,Data Architect,213120,USD,213120,US,100,US,M,FT
536,2022,SE,Data Analyst,112900,USD,112900,US,100,US,M,FT
537,2022,SE,Data Engineer,155000,USD,155000,US,100,US,M,FT
538,2022,MI,Data Scientist,141300,USD,141300,US,0,US,M,FT
539,2022,MI,Data Scientist,102100,USD,102100,US,0,US,M,FT
540,2022,SE,Data Analyst,115934,USD,115934,US,100,US,M,FT
541,2022,SE,Data Analyst,81666,USD,81666,US,100,US,M,FT
542,2022,MI,Data Engineer,206699,USD,206699,US,0,US,M,FT
543,2022,MI,Data Engineer,99100,USD,99100,US,0,US,M,FT
544,2022,SE,Data Engineer,130000,USD,130000,US,100,US,M,FT
545,2022,SE,Data Engineer,115000,USD,115000,US,100,US,M,FT
546,2022,SE,Data Engineer,110500,USD,110500,US,100,US,M,FT
547,2022,SE,Data Engineer,130000,USD,130000,US,100,US,M,FT
548,2022,SE,Data Analyst,99050,USD,99050,US,100,US,M,FT
549,2022,SE,Data Engineer,160000,USD,160000,US,100,US,M,FT
550,2022,SE,Data Scientist,205300,USD,205300,US,0,US,L,FT
551,2022,SE,Data Scientist,140400,USD,140400,US,0,US,L,FT
552,2022,SE,Data Scientist,176000,USD,176000,US,100,US,M,FT
553,2022,SE,Data Scientist,144000,USD,144000,US,100,US,M,FT
554,2022,SE,Data Engineer,200100,USD,200100,US,100,US,M,FT
555,2022,SE,Data Engineer,160000,USD,160000,US,100,US,M,FT
556,2022,SE,Data Engineer,145000,USD,145000,US,100,US,M,FT
557,2022,SE,Data Engineer,70500,USD,70500,US,0,US,M,FT
558,2022,SE,Data Scientist,205300,USD,205300,US,0,US,M,FT
559,2022,SE,Data Scientist,140400,USD,140400,US,0,US,M,FT
560,2022,SE,Analytics Engineer,205300,USD,205300,US,0,US,M,FT
561,2022,SE,Analytics Engineer,184700,USD,184700,US,0,US,M,FT
562,2022,SE,Data Engineer,175100,USD,175100,US,100,US,M,FT
563,2022,SE,Data Engineer,140250,USD,140250,US,100,US,M,FT
564,2022,SE,Data Analyst,116150,USD,116150,US,100,US,M,FT
565,2022,SE,Data Engineer,54000,USD,54000,US,0,US,M,FT
566,2022,SE,Data Analyst,170000,USD,170000,US,100,US,M,FT
567,2022,MI,Data Analyst,50000,GBP,65438,GB,0,GB,M,FT
568,2022,SE,Data Analyst,80000,USD,80000,US,100,US,M,FT
569,2022,SE,Data Scientist,140000,USD,140000,US,100,US,M,FT
570,2022,SE,Data Scientist,210000,USD,210000,US,100,US,M,FT
571,2022,SE,Data Scientist,140000,USD,140000,US,100,US,M,FT
572,2022,SE,Data Analyst,100000,USD,100000,US,100,US,M,FT
573,2022,SE,Data Analyst,69000,USD,69000,US,100,US,M,FT
574,2022,SE,Data Scientist,210000,USD,210000,US,100,US,M,FT
575,2022,SE,Data Scientist,140000,USD,140000,US,100,US,M,FT
576,2022,SE,Data Scientist,210000,USD,210000,US,100,US,M,FT
577,2022,SE,Data Analyst,150075,USD,150075,US,100,US,M,FT
578,2022,SE,Data Engineer,100000,USD,100000,US,100,US,M,FT
579,2022,SE,Data Engineer,25000,USD,25000,US,100,US,M,FT
580,2022,SE,Data Analyst,126500,USD,126500,US,100,US,M,FT
581,2022,SE,Data Analyst,106260,USD,106260,US,100,US,M,FT
582,2022,SE,Data Engineer,220110,USD,220110,US,100,US,M,FT
583,2022,SE,Data Engineer,160080,USD,160080,US,100,US,M,FT
584,2022,SE,Data Analyst,105000,USD,105000,US,100,US,M,FT
585,2022,SE,Data Analyst,110925,USD,110925,US,100,US,M,FT
586,2022,MI,Data Analyst,35000,GBP,45807,GB,0,GB,M,FT
587,2022,SE,Data Scientist,140000,USD,140000,US,100,US,M,FT
588,2022,SE,Data Analyst,99000,USD,99000,US,0,US,M,FT
589,2022,SE,Data Analyst,60000,USD,60000,US,100,US,M,FT
590,2022,SE,Data Architect,192564,USD,192564,US,100,US,M,FT
591,2022,SE,Data Architect,144854,USD,144854,US,100,US,M,FT
592,2022,SE,Data Scientist,230000,USD,230000,US,100,US,M,FT
593,2022,SE,Data Scientist,150000,USD,150000,US,100,US,M,FT
594,2022,SE,Data Analytics Manager,150260,USD,150260,US,100,US,M,FT
595,2022,SE,Data Analytics Manager,109280,USD,109280,US,100,US,M,FT
596,2022,SE,Data Scientist,210000,USD,210000,US,100,US,M,FT
597,2022,SE,Data Analyst,170000,USD,170000,US,100,US,M,FT
598,2022,MI,Data Scientist,160000,USD,160000,US,100,US,M,FT
599,2022,MI,Data Scientist,130000,USD,130000,US,100,US,M,FT
600,2022,EN,Data Analyst,67000,USD,67000,CA,0,CA,M,FT
601,2022,EN,Data Analyst,52000,USD,52000,CA,0,CA,M,FT
602,2022,SE,Data Engineer,154000,USD,154000,US,100,US,M,FT
603,2022,SE,Data Engineer,126000,USD,126000,US,100,US,M,FT
604,2022,SE,Data Analyst,129000,USD,129000,US,0,US,M,FT
605,2022,SE,Data Analyst,150000,USD,150000,US,100,US,M,FT
606,2022,MI,AI Scientist,200000,USD,200000,IN,100,US,L,FT
