"","id","work_year","experience_level","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","employment_type"
"310",309,2022,"2","Data Engineer",242000,"USD",242000,"US",100,"US","M","FT"
"311",310,2022,"2","Data Engineer",200000,"USD",200000,"US",100,"US","M","FT"
"312",311,2022,"3","Data Scientist",50000,"GBP",65438,"GB",0,"GB","M","FT"
"313",312,2022,"3","Data Scientist",30000,"GBP",39263,"GB",0,"GB","M","FT"
"314",313,2022,"3","Data Engineer",60000,"GBP",78526,"GB",0,"GB","M","FT"
"315",314,2022,"3","Data Engineer",40000,"GBP",52351,"GB",0,"GB","M","FT"
"316",315,2022,"4","Data Scientist",165220,"USD",165220,"US",100,"US","M","FT"
"317",316,2022,"1","Data Engineer",35000,"GBP",45807,"GB",100,"GB","M","FT"
"318",317,2022,"4","Data Scientist",120160,"USD",120160,"US",100,"US","M","FT"
"319",318,2022,"4","Data Analyst",90320,"USD",90320,"US",100,"US","M","FT"
"320",319,2022,"4","Data Engineer",181940,"USD",181940,"US",0,"US","M","FT"
"321",320,2022,"4","Data Engineer",132320,"USD",132320,"US",0,"US","M","FT"
"322",321,2022,"4","Data Engineer",220110,"USD",220110,"US",0,"US","M","FT"
"323",322,2022,"4","Data Engineer",160080,"USD",160080,"US",0,"US","M","FT"
"324",323,2022,"4","Data Scientist",180000,"USD",180000,"US",0,"US","L","FT"
"325",324,2022,"4","Data Scientist",120000,"USD",120000,"US",0,"US","L","FT"
"326",325,2022,"4","Data Analyst",124190,"USD",124190,"US",100,"US","M","FT"
"327",326,2022,"2","Data Analyst",130000,"USD",130000,"US",100,"US","M","FT"
"328",327,2022,"2","Data Analyst",110000,"USD",110000,"US",100,"US","M","FT"
"329",328,2022,"4","Data Analyst",170000,"USD",170000,"US",100,"US","M","FT"
"330",329,2022,"3","Data Analyst",115500,"USD",115500,"US",100,"US","M","FT"
"331",330,2022,"4","Data Analyst",112900,"USD",112900,"US",100,"US","M","FT"
"332",331,2022,"4","Data Analyst",90320,"USD",90320,"US",100,"US","M","FT"
"333",332,2022,"4","Data Analyst",112900,"USD",112900,"US",100,"US","M","FT"
"334",333,2022,"4","Data Analyst",90320,"USD",90320,"US",100,"US","M","FT"
"335",334,2022,"4","Data Engineer",165400,"USD",165400,"US",100,"US","M","FT"
"336",335,2022,"4","Data Engineer",132320,"USD",132320,"US",100,"US","M","FT"
"337",336,2022,"3","Data Analyst",167000,"USD",167000,"US",100,"US","M","FT"
"338",337,2022,"4","Data Engineer",243900,"USD",243900,"US",100,"US","M","FT"
"339",338,2022,"4","Data Analyst",136600,"USD",136600,"US",100,"US","M","FT"
"340",339,2022,"4","Data Analyst",109280,"USD",109280,"US",100,"US","M","FT"
"341",340,2022,"4","Data Engineer",128875,"USD",128875,"US",100,"US","M","FT"
"342",341,2022,"4","Data Engineer",93700,"USD",93700,"US",100,"US","M","FT"
"343",342,2022,"2","Head of Data Science",224000,"USD",224000,"US",100,"US","M","FT"
"344",343,2022,"2","Head of Data Science",167875,"USD",167875,"US",100,"US","M","FT"
"345",344,2022,"2","Analytics Engineer",175000,"USD",175000,"US",100,"US","M","FT"
"346",345,2022,"4","Data Engineer",156600,"USD",156600,"US",100,"US","M","FT"
"347",346,2022,"4","Data Engineer",108800,"USD",108800,"US",0,"US","M","FT"
"348",347,2022,"4","Data Scientist",95550,"USD",95550,"US",0,"US","M","FT"
"349",348,2022,"4","Data Engineer",113000,"USD",113000,"US",0,"US","L","FT"
"350",349,2022,"4","Data Analyst",135000,"USD",135000,"US",100,"US","M","FT"
"351",350,2022,"4","Data Science Manager",161342,"USD",161342,"US",100,"US","M","FT"
"352",351,2022,"4","Data Science Manager",137141,"USD",137141,"US",100,"US","M","FT"
"353",352,2022,"4","Data Scientist",167000,"USD",167000,"US",100,"US","M","FT"
"354",353,2022,"4","Data Scientist",123000,"USD",123000,"US",100,"US","M","FT"
"355",354,2022,"4","Data Engineer",60000,"GBP",78526,"GB",0,"GB","M","FT"
"356",355,2022,"4","Data Engineer",50000,"GBP",65438,"GB",0,"GB","M","FT"
"357",356,2022,"4","Data Scientist",150000,"USD",150000,"US",0,"US","M","FT"
"358",357,2022,"4","Data Scientist",211500,"USD",211500,"US",100,"US","M","FT"
"359",358,2022,"4","Data Architect",192400,"USD",192400,"CA",100,"CA","M","FT"
"360",359,2022,"4","Data Architect",90700,"USD",90700,"CA",100,"CA","M","FT"
"361",360,2022,"4","Data Analyst",130000,"USD",130000,"CA",100,"CA","M","FT"
"362",361,2022,"4","Data Analyst",61300,"USD",61300,"CA",100,"CA","M","FT"
"363",362,2022,"4","Data Analyst",130000,"USD",130000,"CA",100,"CA","M","FT"
"364",363,2022,"4","Data Analyst",61300,"USD",61300,"CA",100,"CA","M","FT"
"365",364,2022,"4","Data Engineer",160000,"USD",160000,"US",0,"US","L","FT"
"366",365,2022,"4","Data Scientist",138600,"USD",138600,"US",100,"US","M","FT"
"367",366,2022,"4","Data Engineer",136000,"USD",136000,"US",0,"US","M","FT"
"368",367,2022,"3","Data Analyst",58000,"USD",58000,"US",0,"US","S","FT"
"369",368,2022,"2","Analytics Engineer",135000,"USD",135000,"US",100,"US","M","FT"
"370",369,2022,"4","Data Scientist",170000,"USD",170000,"US",100,"US","M","FT"
"371",370,2022,"4","Data Scientist",123000,"USD",123000,"US",100,"US","M","FT"
"372",371,2022,"4","Machine Learning Engineer",189650,"USD",189650,"US",0,"US","M","FT"
"373",372,2022,"4","Machine Learning Engineer",164996,"USD",164996,"US",0,"US","M","FT"
"374",373,2022,"3","ETL Developer",50000,"EUR",54957,"GR",0,"GR","M","FT"
"375",374,2022,"3","ETL Developer",50000,"EUR",54957,"GR",0,"GR","M","FT"
"376",375,2022,"2","Lead Data Engineer",150000,"CAD",118187,"CA",100,"CA","S","FT"
"377",376,2022,"4","Data Analyst",132000,"USD",132000,"US",0,"US","M","FT"
"378",377,2022,"4","Data Engineer",165400,"USD",165400,"US",100,"US","M","FT"
"379",378,2022,"4","Data Architect",208775,"USD",208775,"US",100,"US","M","FT"
"380",379,2022,"4","Data Architect",147800,"USD",147800,"US",100,"US","M","FT"
"381",380,2022,"4","Data Engineer",136994,"USD",136994,"US",100,"US","M","FT"
"382",381,2022,"4","Data Engineer",101570,"USD",101570,"US",100,"US","M","FT"
"383",382,2022,"4","Data Analyst",128875,"USD",128875,"US",100,"US","M","FT"
"384",383,2022,"4","Data Analyst",93700,"USD",93700,"US",100,"US","M","FT"
"385",384,2022,"2","Head of Machine Learning",6000000,"INR",79039,"IN",50,"IN","L","FT"
"386",385,2022,"4","Data Engineer",132320,"USD",132320,"US",100,"US","M","FT"
"387",386,2022,"1","Machine Learning Engineer",28500,"GBP",37300,"GB",100,"GB","L","FT"
"388",387,2022,"4","Data Analyst",164000,"USD",164000,"US",0,"US","M","FT"
"389",388,2022,"4","Data Engineer",155000,"USD",155000,"US",100,"US","M","FT"
"390",389,2022,"3","Machine Learning Engineer",95000,"GBP",124333,"GB",0,"GB","M","FT"
"391",390,2022,"3","Machine Learning Engineer",75000,"GBP",98158,"GB",0,"GB","M","FT"
"392",391,2022,"3","AI Scientist",120000,"USD",120000,"US",0,"US","M","FT"
"393",392,2022,"4","Data Analyst",112900,"USD",112900,"US",100,"US","M","FT"
"394",393,2022,"4","Data Analyst",90320,"USD",90320,"US",100,"US","M","FT"
"395",394,2022,"4","Data Analytics Manager",145000,"USD",145000,"US",100,"US","M","FT"
"396",395,2022,"4","Data Analytics Manager",105400,"USD",105400,"US",100,"US","M","FT"
"397",396,2022,"3","Machine Learning Engineer",80000,"EUR",87932,"FR",100,"DE","M","FT"
"398",397,2022,"3","Data Engineer",90000,"GBP",117789,"GB",0,"GB","M","FT"
"399",398,2022,"4","Data Scientist",215300,"USD",215300,"US",100,"US","L","FT"
"400",399,2022,"4","Data Scientist",158200,"USD",158200,"US",100,"US","L","FT"
"401",400,2022,"4","Data Engineer",209100,"USD",209100,"US",100,"US","L","FT"
"402",401,2022,"4","Data Engineer",154600,"USD",154600,"US",100,"US","L","FT"
"403",402,2022,"4","Data Analyst",115934,"USD",115934,"US",0,"US","M","FT"
"404",403,2022,"4","Data Analyst",81666,"USD",81666,"US",0,"US","M","FT"
"405",404,2022,"4","Data Engineer",175000,"USD",175000,"US",100,"US","M","FT"
"406",405,2022,"3","Data Engineer",75000,"GBP",98158,"GB",0,"GB","M","FT"
"407",406,2022,"3","Data Analyst",58000,"USD",58000,"US",0,"US","S","FT"
"408",407,2022,"4","Data Engineer",183600,"USD",183600,"US",100,"US","L","FT"
"409",408,2022,"3","Data Analyst",40000,"GBP",52351,"GB",100,"GB","M","FT"
"410",409,2022,"4","Data Scientist",180000,"USD",180000,"US",100,"US","M","FT"
"411",410,2022,"3","Data Scientist",55000,"GBP",71982,"GB",0,"GB","M","FT"
"412",411,2022,"3","Data Scientist",35000,"GBP",45807,"GB",0,"GB","M","FT"
"413",412,2022,"3","Data Engineer",60000,"EUR",65949,"GR",100,"GR","M","FT"
"414",413,2022,"3","Data Engineer",45000,"EUR",49461,"GR",100,"GR","M","FT"
"415",414,2022,"3","Data Engineer",60000,"GBP",78526,"GB",100,"GB","M","FT"
"416",415,2022,"3","Data Engineer",45000,"GBP",58894,"GB",100,"GB","M","FT"
"417",416,2022,"4","Data Scientist",260000,"USD",260000,"US",100,"US","M","FT"
"418",417,2022,"4","Data Science Engineer",60000,"USD",60000,"AR",100,"MX","L","FT"
"419",418,2022,"3","Data Engineer",63900,"USD",63900,"US",0,"US","M","FT"
"420",419,2022,"3","Machine Learning Scientist",160000,"USD",160000,"US",100,"US","L","FT"
"421",420,2022,"3","Machine Learning Scientist",112300,"USD",112300,"US",100,"US","L","FT"
"422",421,2022,"3","Data Science Manager",241000,"USD",241000,"US",100,"US","M","FT"
"423",422,2022,"3","Data Science Manager",159000,"USD",159000,"US",100,"US","M","FT"
"424",423,2022,"4","Data Scientist",180000,"USD",180000,"US",0,"US","M","FT"
"425",424,2022,"4","Data Scientist",80000,"USD",80000,"US",0,"US","M","FT"
"426",425,2022,"3","Data Engineer",82900,"USD",82900,"US",0,"US","M","FT"
"427",426,2022,"4","Data Engineer",100800,"USD",100800,"US",100,"US","L","FT"
"428",427,2022,"3","Data Engineer",45000,"EUR",49461,"ES",100,"ES","M","FT"
"429",428,2022,"4","Data Scientist",140400,"USD",140400,"US",0,"US","L","FT"
"430",429,2022,"3","Data Analyst",30000,"GBP",39263,"GB",100,"GB","M","FT"
"431",430,2022,"3","Data Analyst",40000,"EUR",43966,"ES",100,"ES","M","FT"
"432",431,2022,"3","Data Analyst",30000,"EUR",32974,"ES",100,"ES","M","FT"
"433",432,2022,"3","Data Engineer",80000,"EUR",87932,"ES",100,"ES","M","FT"
"434",433,2022,"3","Data Engineer",70000,"EUR",76940,"ES",100,"ES","M","FT"
"435",434,2022,"3","Data Engineer",80000,"GBP",104702,"GB",100,"GB","M","FT"
"436",435,2022,"3","Data Engineer",70000,"GBP",91614,"GB",100,"GB","M","FT"
"437",436,2022,"3","Data Engineer",60000,"EUR",65949,"ES",100,"ES","M","FT"
"438",437,2022,"3","Data Engineer",80000,"EUR",87932,"GR",100,"GR","M","FT"
"439",438,2022,"4","Machine Learning Engineer",189650,"USD",189650,"US",0,"US","M","FT"
"440",439,2022,"4","Machine Learning Engineer",164996,"USD",164996,"US",0,"US","M","FT"
"441",440,2022,"3","Data Analyst",40000,"EUR",43966,"GR",100,"GR","M","FT"
"442",441,2022,"3","Data Analyst",30000,"EUR",32974,"GR",100,"GR","M","FT"
"443",442,2022,"3","Data Engineer",75000,"GBP",98158,"GB",100,"GB","M","FT"
"444",443,2022,"3","Data Engineer",60000,"GBP",78526,"GB",100,"GB","M","FT"
"445",444,2022,"4","Data Scientist",215300,"USD",215300,"US",0,"US","L","FT"
"446",445,2022,"3","Data Engineer",70000,"EUR",76940,"GR",100,"GR","M","FT"
"447",446,2022,"4","Data Engineer",209100,"USD",209100,"US",100,"US","L","FT"
"448",447,2022,"4","Data Engineer",154600,"USD",154600,"US",100,"US","L","FT"
"449",448,2022,"4","Data Engineer",180000,"USD",180000,"US",100,"US","M","FT"
"450",449,2022,"1","ML Engineer",20000,"EUR",21983,"PT",100,"PT","L","FT"
"451",450,2022,"4","Data Engineer",80000,"USD",80000,"US",100,"US","M","FT"
"452",451,2022,"3","Machine Learning Developer",100000,"CAD",78791,"CA",100,"CA","M","FT"
"453",452,2022,"2","Director of Data Science",250000,"CAD",196979,"CA",50,"CA","L","FT"
"454",453,2022,"3","Machine Learning Engineer",120000,"USD",120000,"US",100,"US","S","FT"
"455",454,2022,"1","Computer Vision Engineer",125000,"USD",125000,"US",0,"US","M","FT"
"456",455,2022,"3","NLP Engineer",240000,"CNY",37236,"US",50,"US","L","FT"
"457",456,2022,"4","Data Engineer",105000,"USD",105000,"US",100,"US","M","FT"
"458",457,2022,"4","Lead Machine Learning Engineer",80000,"EUR",87932,"DE",0,"DE","M","FT"
"459",458,2022,"3","Business Data Analyst",1400000,"INR",18442,"IN",100,"IN","M","FT"
"460",459,2022,"3","Data Scientist",2400000,"INR",31615,"IN",100,"IN","L","FT"
"461",460,2022,"3","Machine Learning Infrastructure Engineer",53000,"EUR",58255,"PT",50,"PT","L","FT"
"462",461,2022,"1","Financial Data Analyst",100000,"USD",100000,"US",50,"US","L","FT"
"463",462,2022,"3","Data Engineer",50000,"EUR",54957,"DE",50,"DE","L","PT"
"464",463,2022,"1","Data Scientist",1400000,"INR",18442,"IN",100,"IN","M","FT"
"465",464,2022,"4","Principal Data Scientist",148000,"EUR",162674,"DE",100,"DE","M","FT"
"466",465,2022,"1","Data Engineer",120000,"USD",120000,"US",100,"US","M","FT"
"467",466,2022,"4","Research Scientist",144000,"USD",144000,"US",50,"US","L","FT"
"468",467,2022,"4","Data Scientist",104890,"USD",104890,"US",100,"US","M","FT"
"469",468,2022,"4","Data Engineer",100000,"USD",100000,"US",100,"US","M","FT"
"470",469,2022,"4","Data Scientist",140000,"USD",140000,"US",100,"US","M","FT"
"471",470,2022,"3","Data Analyst",135000,"USD",135000,"US",100,"US","M","FT"
"472",471,2022,"3","Data Analyst",50000,"USD",50000,"US",100,"US","M","FT"
"473",472,2022,"4","Data Scientist",220000,"USD",220000,"US",100,"US","M","FT"
"474",473,2022,"4","Data Scientist",140000,"USD",140000,"US",100,"US","M","FT"
"475",474,2022,"3","Data Scientist",140000,"GBP",183228,"GB",0,"GB","M","FT"
"476",475,2022,"3","Data Scientist",70000,"GBP",91614,"GB",0,"GB","M","FT"
"477",476,2022,"4","Data Scientist",185100,"USD",185100,"US",100,"US","M","FT"
"478",477,2022,"4","Machine Learning Engineer",220000,"USD",220000,"US",100,"US","M","FT"
"479",478,2022,"3","Data Scientist",200000,"USD",200000,"US",100,"US","M","FT"
"480",479,2022,"3","Data Scientist",120000,"USD",120000,"US",100,"US","M","FT"
"481",480,2022,"4","Machine Learning Engineer",120000,"USD",120000,"AE",100,"AE","S","FT"
"482",481,2022,"4","Machine Learning Engineer",65000,"USD",65000,"AE",100,"AE","S","FT"
"483",482,2022,"2","Data Engineer",324000,"USD",324000,"US",100,"US","M","FT"
"484",483,2022,"2","Data Engineer",216000,"USD",216000,"US",100,"US","M","FT"
"485",484,2022,"4","Data Engineer",210000,"USD",210000,"US",100,"US","M","FT"
"486",485,2022,"4","Machine Learning Engineer",120000,"USD",120000,"US",100,"US","M","FT"
"487",486,2022,"4","Data Scientist",230000,"USD",230000,"US",100,"US","M","FT"
"488",487,2022,"1","Data Scientist",100000,"USD",100000,"DZ",50,"DZ","M","PT"
"489",488,2022,"3","Data Scientist",100000,"USD",100000,"CA",100,"US","M","FL"
"490",489,2022,"1","Applied Machine Learning Scientist",29000,"EUR",31875,"TN",100,"CZ","M","CT"
"491",490,2022,"4","Head of Data",200000,"USD",200000,"MY",100,"US","M","FT"
"492",491,2022,"3","Principal Data Analyst",75000,"USD",75000,"CA",100,"CA","S","FT"
"493",492,2022,"3","Data Scientist",150000,"PLN",35590,"PL",100,"PL","L","FT"
"494",493,2022,"4","Machine Learning Developer",100000,"CAD",78791,"CA",100,"CA","M","FT"
"495",494,2022,"4","Data Scientist",100000,"USD",100000,"BR",100,"US","M","FT"
"496",495,2022,"3","Machine Learning Scientist",153000,"USD",153000,"US",50,"US","M","FT"
"497",496,2022,"1","Data Engineer",52800,"EUR",58035,"PK",100,"DE","M","FT"
"498",497,2022,"4","Data Scientist",165000,"USD",165000,"US",100,"US","M","FT"
"499",498,2022,"4","Research Scientist",85000,"EUR",93427,"FR",50,"FR","L","FT"
"500",499,2022,"1","Data Scientist",66500,"CAD",52396,"CA",100,"CA","L","FT"
"501",500,2022,"4","Machine Learning Engineer",57000,"EUR",62651,"NL",100,"NL","L","FT"
"502",501,2022,"3","Head of Data",30000,"EUR",32974,"EE",100,"EE","S","FT"
"503",502,2022,"1","Data Scientist",40000,"USD",40000,"JP",100,"MY","L","FT"
"504",503,2022,"3","Machine Learning Engineer",121000,"AUD",87425,"AU",100,"AU","L","FT"
"505",504,2022,"4","Data Engineer",115000,"USD",115000,"US",100,"US","M","FT"
"506",505,2022,"1","Data Scientist",120000,"AUD",86703,"AU",50,"AU","M","FT"
"507",506,2022,"3","Applied Machine Learning Scientist",75000,"USD",75000,"BO",100,"US","L","FT"
"508",507,2022,"3","Research Scientist",59000,"EUR",64849,"AT",0,"AT","L","FT"
"509",508,2022,"1","Research Scientist",120000,"USD",120000,"US",100,"US","L","FT"
"510",509,2022,"3","Applied Data Scientist",157000,"USD",157000,"US",100,"US","L","FT"
"511",510,2022,"1","Computer Vision Software Engineer",150000,"USD",150000,"AU",100,"AU","S","FT"
"512",511,2022,"3","Business Data Analyst",90000,"CAD",70912,"CA",50,"CA","L","FT"
"513",512,2022,"1","Data Engineer",65000,"USD",65000,"US",100,"US","S","FT"
"514",513,2022,"4","Machine Learning Engineer",65000,"EUR",71444,"IE",100,"IE","S","FT"
"515",514,2022,"1","Data Analytics Engineer",20000,"USD",20000,"PK",0,"PK","M","FT"
"516",515,2022,"3","Data Scientist",48000,"USD",48000,"RU",100,"US","S","FT"
"517",516,2022,"4","Data Science Manager",152500,"USD",152500,"US",100,"US","M","FT"
"518",517,2022,"3","Data Engineer",62000,"EUR",68147,"FR",100,"FR","M","FT"
"519",518,2022,"3","Data Scientist",115000,"CHF",122346,"CH",0,"CH","L","FT"
"520",519,2022,"4","Applied Data Scientist",380000,"USD",380000,"US",100,"US","L","FT"
"521",520,2022,"3","Data Scientist",88000,"CAD",69336,"CA",100,"CA","M","FT"
"522",521,2022,"1","Computer Vision Engineer",10000,"USD",10000,"PT",100,"LU","M","FT"
"523",522,2022,"3","Data Analyst",20000,"USD",20000,"GR",100,"GR","S","FT"
"524",523,2022,"4","Data Analytics Lead",405000,"USD",405000,"US",100,"US","L","FT"
"525",524,2022,"3","Data Scientist",135000,"USD",135000,"US",100,"US","L","FT"
"526",525,2022,"4","Applied Data Scientist",177000,"USD",177000,"US",100,"US","L","FT"
"527",526,2022,"3","Data Scientist",78000,"USD",78000,"US",100,"US","M","FT"
"528",527,2022,"4","Data Analyst",135000,"USD",135000,"US",100,"US","M","FT"
"529",528,2022,"4","Data Analyst",100000,"USD",100000,"US",100,"US","M","FT"
"530",529,2022,"4","Data Analyst",90320,"USD",90320,"US",100,"US","M","FT"
"531",530,2022,"3","Data Analyst",85000,"USD",85000,"CA",0,"CA","M","FT"
"532",531,2022,"3","Data Analyst",75000,"USD",75000,"CA",0,"CA","M","FT"
"533",532,2022,"4","Machine Learning Engineer",214000,"USD",214000,"US",100,"US","M","FT"
"534",533,2022,"4","Machine Learning Engineer",192600,"USD",192600,"US",100,"US","M","FT"
"535",534,2022,"4","Data Architect",266400,"USD",266400,"US",100,"US","M","FT"
"536",535,2022,"4","Data Architect",213120,"USD",213120,"US",100,"US","M","FT"
"537",536,2022,"4","Data Analyst",112900,"USD",112900,"US",100,"US","M","FT"
"538",537,2022,"4","Data Engineer",155000,"USD",155000,"US",100,"US","M","FT"
"539",538,2022,"3","Data Scientist",141300,"USD",141300,"US",0,"US","M","FT"
"540",539,2022,"3","Data Scientist",102100,"USD",102100,"US",0,"US","M","FT"
"541",540,2022,"4","Data Analyst",115934,"USD",115934,"US",100,"US","M","FT"
"542",541,2022,"4","Data Analyst",81666,"USD",81666,"US",100,"US","M","FT"
"543",542,2022,"3","Data Engineer",206699,"USD",206699,"US",0,"US","M","FT"
"544",543,2022,"3","Data Engineer",99100,"USD",99100,"US",0,"US","M","FT"
"545",544,2022,"4","Data Engineer",130000,"USD",130000,"US",100,"US","M","FT"
"546",545,2022,"4","Data Engineer",115000,"USD",115000,"US",100,"US","M","FT"
"547",546,2022,"4","Data Engineer",110500,"USD",110500,"US",100,"US","M","FT"
"548",547,2022,"4","Data Engineer",130000,"USD",130000,"US",100,"US","M","FT"
"549",548,2022,"4","Data Analyst",99050,"USD",99050,"US",100,"US","M","FT"
"550",549,2022,"4","Data Engineer",160000,"USD",160000,"US",100,"US","M","FT"
"551",550,2022,"4","Data Scientist",205300,"USD",205300,"US",0,"US","L","FT"
"552",551,2022,"4","Data Scientist",140400,"USD",140400,"US",0,"US","L","FT"
"553",552,2022,"4","Data Scientist",176000,"USD",176000,"US",100,"US","M","FT"
"554",553,2022,"4","Data Scientist",144000,"USD",144000,"US",100,"US","M","FT"
"555",554,2022,"4","Data Engineer",200100,"USD",200100,"US",100,"US","M","FT"
"556",555,2022,"4","Data Engineer",160000,"USD",160000,"US",100,"US","M","FT"
"557",556,2022,"4","Data Engineer",145000,"USD",145000,"US",100,"US","M","FT"
"558",557,2022,"4","Data Engineer",70500,"USD",70500,"US",0,"US","M","FT"
"559",558,2022,"4","Data Scientist",205300,"USD",205300,"US",0,"US","M","FT"
"560",559,2022,"4","Data Scientist",140400,"USD",140400,"US",0,"US","M","FT"
"561",560,2022,"4","Analytics Engineer",205300,"USD",205300,"US",0,"US","M","FT"
"562",561,2022,"4","Analytics Engineer",184700,"USD",184700,"US",0,"US","M","FT"
"563",562,2022,"4","Data Engineer",175100,"USD",175100,"US",100,"US","M","FT"
"564",563,2022,"4","Data Engineer",140250,"USD",140250,"US",100,"US","M","FT"
"565",564,2022,"4","Data Analyst",116150,"USD",116150,"US",100,"US","M","FT"
"566",565,2022,"4","Data Engineer",54000,"USD",54000,"US",0,"US","M","FT"
"567",566,2022,"4","Data Analyst",170000,"USD",170000,"US",100,"US","M","FT"
"568",567,2022,"3","Data Analyst",50000,"GBP",65438,"GB",0,"GB","M","FT"
"569",568,2022,"4","Data Analyst",80000,"USD",80000,"US",100,"US","M","FT"
"570",569,2022,"4","Data Scientist",140000,"USD",140000,"US",100,"US","M","FT"
"571",570,2022,"4","Data Scientist",210000,"USD",210000,"US",100,"US","M","FT"
"572",571,2022,"4","Data Scientist",140000,"USD",140000,"US",100,"US","M","FT"
"573",572,2022,"4","Data Analyst",100000,"USD",100000,"US",100,"US","M","FT"
"574",573,2022,"4","Data Analyst",69000,"USD",69000,"US",100,"US","M","FT"
"575",574,2022,"4","Data Scientist",210000,"USD",210000,"US",100,"US","M","FT"
"576",575,2022,"4","Data Scientist",140000,"USD",140000,"US",100,"US","M","FT"
"577",576,2022,"4","Data Scientist",210000,"USD",210000,"US",100,"US","M","FT"
"578",577,2022,"4","Data Analyst",150075,"USD",150075,"US",100,"US","M","FT"
"579",578,2022,"4","Data Engineer",100000,"USD",100000,"US",100,"US","M","FT"
"580",579,2022,"4","Data Engineer",25000,"USD",25000,"US",100,"US","M","FT"
"581",580,2022,"4","Data Analyst",126500,"USD",126500,"US",100,"US","M","FT"
"582",581,2022,"4","Data Analyst",106260,"USD",106260,"US",100,"US","M","FT"
"583",582,2022,"4","Data Engineer",220110,"USD",220110,"US",100,"US","M","FT"
"584",583,2022,"4","Data Engineer",160080,"USD",160080,"US",100,"US","M","FT"
"585",584,2022,"4","Data Analyst",105000,"USD",105000,"US",100,"US","M","FT"
"586",585,2022,"4","Data Analyst",110925,"USD",110925,"US",100,"US","M","FT"
"587",586,2022,"3","Data Analyst",35000,"GBP",45807,"GB",0,"GB","M","FT"
"588",587,2022,"4","Data Scientist",140000,"USD",140000,"US",100,"US","M","FT"
"589",588,2022,"4","Data Analyst",99000,"USD",99000,"US",0,"US","M","FT"
"590",589,2022,"4","Data Analyst",60000,"USD",60000,"US",100,"US","M","FT"
"591",590,2022,"4","Data Architect",192564,"USD",192564,"US",100,"US","M","FT"
"592",591,2022,"4","Data Architect",144854,"USD",144854,"US",100,"US","M","FT"
"593",592,2022,"4","Data Scientist",230000,"USD",230000,"US",100,"US","M","FT"
"594",593,2022,"4","Data Scientist",150000,"USD",150000,"US",100,"US","M","FT"
"595",594,2022,"4","Data Analytics Manager",150260,"USD",150260,"US",100,"US","M","FT"
"596",595,2022,"4","Data Analytics Manager",109280,"USD",109280,"US",100,"US","M","FT"
"597",596,2022,"4","Data Scientist",210000,"USD",210000,"US",100,"US","M","FT"
"598",597,2022,"4","Data Analyst",170000,"USD",170000,"US",100,"US","M","FT"
"599",598,2022,"3","Data Scientist",160000,"USD",160000,"US",100,"US","M","FT"
"600",599,2022,"3","Data Scientist",130000,"USD",130000,"US",100,"US","M","FT"
"601",600,2022,"1","Data Analyst",67000,"USD",67000,"CA",0,"CA","M","FT"
"602",601,2022,"1","Data Analyst",52000,"USD",52000,"CA",0,"CA","M","FT"
"603",602,2022,"4","Data Engineer",154000,"USD",154000,"US",100,"US","M","FT"
"604",603,2022,"4","Data Engineer",126000,"USD",126000,"US",100,"US","M","FT"
"605",604,2022,"4","Data Analyst",129000,"USD",129000,"US",0,"US","M","FT"
"606",605,2022,"4","Data Analyst",150000,"USD",150000,"US",100,"US","M","FT"
"607",606,2022,"3","AI Scientist",200000,"USD",200000,"IN",100,"US","L","FT"
